Date,Open,High,Low,Close,Volume
2024-08-28 00:00:00,59415.0,59448.96,59000.0,59088.94,2123.34371
2024-08-28 01:00:00,59088.94,59459.45,58917.12,59383.63,1700.7977
2024-08-28 02:00:00,59383.63,59424.0,59190.75,59336.02,895.46761
2024-08-28 03:00:00,59336.02,59650.0,59304.92,59629.01,832.34628
2024-08-28 04:00:00,59629.01,59661.0,59275.87,59325.33,1316.20016
2024-08-28 05:00:00,59325.33,59486.54,59250.42,59287.94,753.80596
2024-08-28 06:00:00,59287.93,59356.66,59126.21,59186.91,774.02907
2024-08-28 07:00:00,59186.91,59271.82,58516.0,58600.98,1770.51433
2024-08-28 08:00:00,58600.98,59296.92,58534.35,59223.99,1573.32066
2024-08-28 09:00:00,59224.0,60231.0,59136.18,60200.12,2553.59538
2024-08-28 10:00:00,60200.11,60234.98,59700.0,59756.99,1403.93467
2024-08-28 11:00:00,59757.0,60099.99,59680.03,59935.0,874.91888
2024-08-28 12:00:00,59934.99,60160.0,59886.01,59946.22,796.69476
2024-08-28 13:00:00,59946.23,60004.96,59310.16,59334.0,2032.67941
2024-08-28 14:00:00,59334.0,59942.0,58926.0,59195.26,2777.70792
2024-08-28 15:00:00,59195.26,59195.26,58443.07,59000.0,2674.48023
2024-08-28 16:00:00,59000.0,59218.38,57860.0,59198.01,3914.29528
2024-08-28 17:00:00,59198.01,59255.0,58636.47,58650.0,1326.75703
2024-08-28 18:00:00,58650.0,59510.0,58597.66,59487.0,1479.05702
2024-08-28 19:00:00,59487.0,59849.99,58815.0,58898.85,1583.15619
2024-08-28 20:00:00,58898.85,59602.0,58623.01,59312.01,1863.09861
2024-08-28 21:00:00,59312.0,59483.88,59077.86,59113.91,754.1254
2024-08-28 22:00:00,59113.91,59255.41,58844.59,59195.43,706.10295
2024-08-28 23:00:00,59195.43,59197.14,58989.0,59034.9,388.11354
2024-08-29 00:00:00,59034.9,59237.0,58917.83,59205.83,631.47104
2024-08-29 01:00:00,59205.83,59320.0,58878.46,58997.99,624.55418
2024-08-29 02:00:00,58998.0,59187.5,58919.99,59137.0,607.16247
2024-08-29 03:00:00,59137.01,59200.0,59032.48,59141.1,325.53359
2024-08-29 04:00:00,59141.11,59226.22,59049.79,59197.96,533.50259
2024-08-29 05:00:00,59197.96,59460.0,59146.33,59436.17,681.05918
2024-08-29 06:00:00,59436.17,59764.0,59370.0,59570.65,1102.14489
2024-08-29 07:00:00,59570.65,59685.99,59499.63,59583.88,560.33345
2024-08-29 08:00:00,59583.88,59635.66,59374.0,59551.97,654.01276
2024-08-29 09:00:00,59551.97,59773.75,59551.2,59586.0,788.63089
2024-08-29 10:00:00,59586.0,59841.66,59575.04,59673.01,725.43255
2024-08-29 11:00:00,59673.01,60477.0,59614.86,60067.06,1945.68093
2024-08-29 12:00:00,60067.06,60498.0,59990.0,60322.0,1495.85159
2024-08-29 13:00:00,60321.99,60664.0,60170.01,60626.01,2607.65176
2024-08-29 14:00:00,60626.99,60949.0,60452.0,60814.99,1881.45671
2024-08-29 15:00:00,60815.0,61166.99,60741.93,60779.99,1639.54115
2024-08-29 16:00:00,60779.99,60960.0,60220.22,60295.0,1640.1406
2024-08-29 17:00:00,60294.99,60585.63,60174.2,60533.0,901.54549
2024-08-29 18:00:00,60533.0,60548.99,58915.01,59161.0,2929.66661
2024-08-29 19:00:00,59161.01,59703.77,58951.1,59258.0,1701.15398
2024-08-29 20:00:00,59257.99,59529.0,59234.0,59529.0,654.10283
2024-08-29 21:00:00,59529.0,59638.37,59423.77,59496.0,472.8444
2024-08-29 22:00:00,59496.0,59496.01,58713.09,59211.99,1440.49823
2024-08-29 23:00:00,59211.99,59397.0,59145.1,59359.01,476.93556
2024-08-30 00:00:00,59359.0,59487.64,59132.0,59204.01,594.15049
2024-08-30 01:00:00,59204.01,59300.95,58953.7,59217.0,856.07388
2024-08-30 02:00:00,59217.0,59341.0,59062.52,59202.51,390.61709
2024-08-30 03:00:00,59202.5,59206.0,58899.7,59032.01,902.86149
2024-08-30 04:00:00,59032.0,59156.0,59001.11,59013.01,486.0678
2024-08-30 05:00:00,59013.01,59023.85,58685.0,58784.0,1317.81097
2024-08-30 06:00:00,58783.99,59373.0,58705.01,59361.0,1057.28122
2024-08-30 07:00:00,59361.01,59582.86,59226.84,59271.1,1283.14241
2024-08-30 08:00:00,59271.11,59587.12,59271.0,59445.0,764.08273
2024-08-30 09:00:00,59445.0,59669.96,59421.1,59580.64,817.94515
2024-08-30 10:00:00,59580.65,59674.42,59426.5,59581.13,651.90723
2024-08-30 11:00:00,59581.13,59650.0,59318.0,59396.0,942.6504
2024-08-30 12:00:00,59396.0,59944.07,59375.0,59539.0,1560.98266
2024-08-30 13:00:00,59538.99,59668.0,58901.0,59653.0,1636.19787
2024-08-30 14:00:00,59653.0,59830.0,58441.31,58462.89,3132.8117
2024-08-30 15:00:00,58462.89,58675.01,57946.01,58094.99,4035.99461
2024-08-30 16:00:00,58095.0,58600.0,57701.1,58551.11,2484.7707
2024-08-30 17:00:00,58551.1,58811.04,58406.0,58630.91,1172.01387
2024-08-30 18:00:00,58630.91,59371.0,58625.0,59370.99,1799.51718
2024-08-30 19:00:00,59371.0,59371.0,58700.01,58700.02,961.28426
2024-08-30 20:00:00,58700.02,59048.0,58700.0,59048.0,529.06241
2024-08-30 21:00:00,59048.0,59155.0,58975.4,59055.99,402.27734
2024-08-30 22:00:00,59056.0,59298.89,59051.1,59237.5,458.92411
2024-08-30 23:00:00,59237.5,59275.78,59088.01,59123.99,280.89438
2024-08-31 00:00:00,59123.99,59462.38,59070.4,59246.01,963.75214
2024-08-31 01:00:00,59246.0,59335.0,59180.94,59285.0,240.32843
2024-08-31 02:00:00,59285.0,59293.0,59119.01,59196.5,240.22348
2024-08-31 03:00:00,59196.5,59254.0,59129.33,59232.01,203.50087
2024-08-31 04:00:00,59232.01,59350.0,59215.0,59350.0,242.60313
2024-08-31 05:00:00,59350.0,59350.0,59211.88,59212.0,326.53818
2024-08-31 06:00:00,59212.01,59264.95,59151.8,59154.01,282.17292
2024-08-31 07:00:00,59154.02,59188.99,59043.12,59095.0,379.35638
2024-08-31 08:00:00,59095.01,59130.0,58981.1,58985.01,314.66099
2024-08-31 09:00:00,58985.01,59023.0,58831.88,58905.01,523.53629
2024-08-31 10:00:00,58905.01,59170.4,58872.0,59136.99,384.10867
2024-08-31 11:00:00,59136.99,59188.9,59103.54,59120.99,181.78193
2024-08-31 12:00:00,59120.99,59244.04,59071.1,59192.26,383.94179
2024-08-31 13:00:00,59192.26,59244.04,58929.96,58954.99,375.75966
2024-08-31 14:00:00,58955.0,59170.11,58892.15,59126.0,491.93631
2024-08-31 15:00:00,59126.01,59155.0,58954.81,59006.54,523.34825
2024-08-31 16:00:00,59006.54,59032.12,58854.0,58971.55,341.62388
2024-08-31 17:00:00,58971.55,59034.84,58744.0,59013.16,481.82306
2024-08-31 18:00:00,59013.17,59140.01,58868.22,58920.52,536.82943
2024-08-31 19:00:00,58920.53,58941.29,58823.73,58856.0,276.99153
2024-08-31 20:00:00,58856.0,58971.56,58763.29,58951.08,262.63261
2024-08-31 21:00:00,58951.09,59130.0,58900.0,59061.01,354.03407
2024-08-31 22:00:00,59061.0,59141.72,59006.0,59024.0,203.35984
2024-08-31 23:00:00,59023.99,59056.0,58927.0,58973.99,283.56516
2024-09-01 00:00:00,58974.0,59076.59,58900.0,58930.0,289.12701
2024-09-01 01:00:00,58929.99,58957.0,58819.78,58828.01,330.21542
2024-09-01 02:00:00,58828.0,58851.65,58276.01,58540.25,1256.77642
2024-09-01 03:00:00,58540.25,58672.01,58399.01,58524.21,437.88318
2024-09-01 04:00:00,58524.21,58599.98,58355.0,58442.0,359.59086
2024-09-01 05:00:00,58442.01,58468.0,57777.0,57986.0,2028.37
2024-09-01 06:00:00,57986.0,58298.0,57952.0,58201.1,470.79448
2024-09-01 07:00:00,58201.11,58500.0,58131.12,58478.64,507.40659
2024-09-01 08:00:00,58478.64,58504.81,58200.51,58233.99,388.37704
2024-09-01 09:00:00,58234.0,58400.0,58126.98,58205.0,479.13526
2024-09-01 10:00:00,58205.0,58222.0,57896.01,57931.0,715.76724
2024-09-01 11:00:00,57931.0,58250.21,57840.0,58240.52,937.31779
2024-09-01 12:00:00,58240.51,58320.15,57912.3,58020.0,632.17288
2024-09-01 13:00:00,58020.01,58215.0,57710.0,58175.01,1244.45581
2024-09-01 14:00:00,58175.0,58179.0,57201.0,57879.99,2863.1599
2024-09-01 15:00:00,57879.99,58360.38,57714.35,58217.0,1171.60774
2024-09-01 16:00:00,58217.0,58350.0,58090.01,58132.06,522.62561
2024-09-01 17:00:00,58132.07,58201.0,57864.3,58127.98,571.34425
2024-09-01 18:00:00,58127.98,58788.93,58122.0,58541.1,942.52521
2024-09-01 19:00:00,58541.11,58775.0,58292.0,58514.0,632.24922
2024-09-01 20:00:00,58514.01,58656.77,58381.1,58431.1,334.87245
2024-09-01 21:00:00,58431.1,58431.1,58093.57,58351.11,337.4805
2024-09-01 22:00:00,58351.11,58414.0,57232.0,57309.01,1949.02986
2024-09-01 23:00:00,57309.0,57598.0,57205.0,57301.86,1302.87269
2024-09-02 00:00:00,57301.77,57650.0,57128.0,57467.24,1254.37293
2024-09-02 01:00:00,57467.25,57578.99,57242.0,57423.23,1069.88828
2024-09-02 02:00:00,57423.23,57721.0,57294.0,57509.01,1338.60119
2024-09-02 03:00:00,57509.01,57767.14,57502.05,57742.01,942.01768
2024-09-02 04:00:00,57742.0,57766.0,57445.91,57459.51,662.73901
2024-09-02 05:00:00,57459.51,57987.99,57449.75,57785.01,803.51922
2024-09-02 06:00:00,57785.0,57883.0,57662.01,57688.0,469.19262
2024-09-02 07:00:00,57688.0,57792.0,57362.06,57547.99,681.15499
2024-09-02 08:00:00,57548.0,58300.0,57520.12,58056.01,1815.84911
2024-09-02 09:00:00,58056.01,58462.0,57901.2,58402.35,1244.82426
2024-09-02 10:00:00,58402.0,58587.0,58293.0,58498.51,1034.96543
2024-09-02 11:00:00,58498.51,58680.76,58349.02,58422.01,976.69221
2024-09-02 12:00:00,58422.01,58509.0,58256.1,58393.94,616.46841
2024-09-02 13:00:00,58393.94,58489.0,58149.54,58181.22,720.24026
2024-09-02 14:00:00,58181.21,58808.0,58104.0,58597.0,1965.04778
2024-09-02 15:00:00,58597.0,58741.1,58480.9,58537.99,722.1329
2024-09-02 16:00:00,58537.99,58653.0,58293.12,58345.0,535.14834
2024-09-02 17:00:00,58345.0,58558.49,58301.0,58514.01,753.89905
2024-09-02 18:00:00,58514.01,58666.64,58318.33,58486.01,1025.88981
2024-09-02 19:00:00,58486.01,58559.0,58390.39,58439.99,541.5352
2024-09-02 20:00:00,58440.03,59243.0,58384.61,58992.0,1191.56744
2024-09-02 21:00:00,58992.01,59274.32,58875.03,59047.0,1326.68023
2024-09-02 22:00:00,59047.0,59350.0,59008.81,59349.99,637.61533
2024-09-02 23:00:00,59349.99,59425.69,59073.0,59132.13,564.97293
2024-09-03 00:00:00,59132.12,59258.0,59021.62,59257.99,502.75643
2024-09-03 01:00:00,59258.0,59406.57,59195.41,59388.01,518.71715
2024-09-03 02:00:00,59388.01,59809.65,59300.0,59311.01,1623.18138
2024-09-03 03:00:00,59311.01,59327.71,59041.86,59110.99,544.08321
2024-09-03 04:00:00,59111.0,59236.0,59003.99,59099.01,718.44133
2024-09-03 05:00:00,59099.0,59259.0,58988.0,59186.0,782.13092
2024-09-03 06:00:00,59186.0,59186.0,58872.0,58891.0,744.03271
2024-09-03 07:00:00,58891.01,59140.35,58880.57,59112.0,541.94542
2024-09-03 08:00:00,59112.01,59136.58,58717.0,58789.02,856.96694
2024-09-03 09:00:00,58789.01,58961.5,58783.0,58874.0,617.95793
2024-09-03 10:00:00,58874.01,59195.63,58836.87,59078.94,575.26778
2024-09-03 11:00:00,59078.94,59106.01,58951.0,59072.0,383.8643
2024-09-03 12:00:00,59072.01,59350.0,59057.34,59135.01,692.84349
2024-09-03 13:00:00,59135.01,59320.14,58198.28,58398.99,2496.48305
2024-09-03 14:00:00,58398.99,58398.99,57568.0,57672.84,3781.01296
2024-09-03 15:00:00,57672.84,58018.0,57630.0,57725.0,1219.72466
2024-09-03 16:00:00,57725.01,57924.0,57655.81,57708.0,1112.37825
2024-09-03 17:00:00,57707.99,58100.0,57680.0,57698.0,885.89458
2024-09-03 18:00:00,57698.0,58055.0,57589.01,57926.0,915.05632
2024-09-03 19:00:00,57925.99,58251.09,57852.0,58046.0,833.08235
2024-09-03 20:00:00,58045.99,58247.0,58045.99,58228.0,587.21957
2024-09-03 21:00:00,58228.01,58238.0,57957.5,58134.61,471.63225
2024-09-03 22:00:00,58134.61,58183.68,57863.99,57865.0,495.40241
2024-09-03 23:00:00,57865.0,57899.0,57415.0,57487.73,928.10908
2024-09-04 00:00:00,57487.74,57943.53,57100.0,57140.02,1476.45488
2024-09-04 01:00:00,57140.02,57161.06,55606.0,56784.01,6507.54633
2024-09-04 02:00:00,56784.01,56823.0,56520.35,56648.01,1131.28965
2024-09-04 03:00:00,56648.01,56850.0,56618.0,56653.98,893.25504
2024-09-04 04:00:00,56653.99,56728.0,56559.15,56694.0,517.99161
2024-09-04 05:00:00,56694.0,56694.0,56201.0,56252.01,1520.48803
2024-09-04 06:00:00,56252.01,56530.01,56209.99,56277.0,2018.11039
2024-09-04 07:00:00,56277.0,56881.0,56253.0,56746.0,1513.51398
2024-09-04 08:00:00,56746.0,56909.94,56668.28,56783.01,740.01293
2024-09-04 09:00:00,56783.01,56855.0,56570.0,56596.99,853.89851
2024-09-04 10:00:00,56596.99,56710.47,56453.0,56456.45,878.42947
2024-09-04 11:00:00,56456.46,56682.32,56454.73,56573.0,540.51183
2024-09-04 12:00:00,56573.0,56763.99,56479.95,56599.99,776.26939
2024-09-04 13:00:00,56600.0,56700.0,56319.41,56490.0,1446.0341
2024-09-04 14:00:00,56489.99,57581.4,56187.61,57511.1,3849.65881
2024-09-04 15:00:00,57511.11,58181.43,57365.0,58134.0,3831.97973
2024-09-04 16:00:00,58134.0,58519.0,58121.1,58406.07,2363.63405
2024-09-04 17:00:00,58406.06,58472.0,57821.79,57878.0,1365.95138
2024-09-04 18:00:00,57878.01,57997.99,57646.0,57684.01,805.58545
2024-09-04 19:00:00,57684.01,58165.0,57662.0,58058.01,749.56159
2024-09-04 20:00:00,58058.0,58181.0,57792.46,58048.01,598.90498
2024-09-04 21:00:00,58048.0,58120.0,57948.0,58100.0,300.28427
2024-09-04 22:00:00,58100.0,58390.0,58041.1,58130.99,465.29601
2024-09-04 23:00:00,58130.98,58232.0,57889.81,57970.9,416.15905
2024-09-05 00:00:00,57970.9,58327.07,57964.0,57997.75,935.43836
2024-09-05 01:00:00,57997.75,58249.0,57955.55,58021.99,499.19331
2024-09-05 02:00:00,58021.99,58063.99,57653.13,57692.99,783.10999
2024-09-05 03:00:00,57693.0,57693.0,56891.07,57135.42,2500.2871
2024-09-05 04:00:00,57135.42,57291.1,57076.01,57206.4,672.68373
2024-09-05 05:00:00,57206.4,57268.75,57029.0,57194.99,549.29554
2024-09-05 06:00:00,57195.0,57222.78,56541.68,56914.01,1323.86325
2024-09-05 07:00:00,56914.01,57245.03,56831.71,57155.1,791.72283
2024-09-05 08:00:00,57155.1,57232.0,56952.65,57004.0,627.52643
2024-09-05 09:00:00,57004.0,57012.0,56623.0,56797.0,1013.95708
2024-09-05 10:00:00,56797.0,56848.97,56654.31,56771.0,586.08011
2024-09-05 11:00:00,56771.0,56863.8,56663.0,56698.01,597.41447
2024-09-05 12:00:00,56698.01,56850.0,56318.0,56662.0,1962.33334
2024-09-05 13:00:00,56662.01,57158.81,56571.47,57028.62,1904.3596
2024-09-05 14:00:00,57028.62,57350.0,56479.36,56558.01,2734.64511
2024-09-05 15:00:00,56558.0,56674.83,55817.51,55976.01,3598.75143
2024-09-05 16:00:00,55976.01,56416.65,55960.0,56335.0,1223.32262
2024-09-05 17:00:00,56335.0,56614.0,56200.42,56602.99,893.08044
2024-09-05 18:00:00,56603.0,56710.0,56506.3,56548.99,602.59695
2024-09-05 19:00:00,56549.0,56568.0,55800.0,56060.01,1587.58365
2024-09-05 20:00:00,56060.0,56259.97,56010.0,56094.0,664.19636
2024-09-05 21:00:00,56094.0,56253.44,55643.65,56150.6,901.95735
2024-09-05 22:00:00,56150.59,56227.5,55783.0,56104.6,521.41259
2024-09-05 23:00:00,56104.99,56208.0,55993.45,56180.0,332.10249
2024-09-06 00:00:00,56180.0,56333.82,55989.0,56182.0,597.43117
2024-09-06 01:00:00,56182.01,56615.49,55993.0,56558.99,911.87979
2024-09-06 02:00:00,56559.0,56858.88,56499.87,56738.0,940.25226
2024-09-06 03:00:00,56738.0,56840.88,56532.0,56588.0,639.59002
